Area,Genre,Name,Platform,Publisher,SumofRank,SumOfSales,Year
JP_Sales,Action,Tank! Tank! Tank!,WiiU,Namco Bandai Games,12065,0.05,2012
JP_Sales,Action,Teenage Mutant Ninja Turtles (3DS),3DS,Activision,16414,0,2013
JP_Sales,Action,Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,15435,0,2014
JP_Sales,Action,Terraria,PC,Unknown,8846,0,2011
JP_Sales,Action,Terraria,PS3,505 Games,4053,0.09,2013
JP_Sales,Action,Terraria,PS4,505 Games,12442,0.01,2014
JP_Sales,Action,Terraria,PSV,Screenlife,10260,0.09,2013
JP_Sales,Action,Terraria,X360,505 Games,2843,0,2013
JP_Sales,Action,Terraria,XOne,505 Games,13772,0,2014
JP_Sales,Action,The Adventures of Tintin: The Game,3DS,Ubisoft,8764,0,2011
JP_Sales,Action,The Adventures of Tintin: The Game,PS3,Ubisoft,6322,0,2011
JP_Sales,Action,The Adventures of Tintin: The Game,Wii,Ubisoft,5392,0,2011
JP_Sales,Action,The Adventures of Tintin: The Game,X360,Ubisoft,6767,0,2011
JP_Sales,Action,The Amazing Spider-Man (Console Version),3DS,Activision,7858,0,2012
JP_Sales,Action,The Amazing Spider-Man (Console Version),DS,Activision,7477,0,2012
JP_Sales,Action,The Amazing Spider-Man (Console Version),PS3,Activision,2501,0,2012
JP_Sales,Action,The Amazing Spider-Man (Console Version),Wii,Activision,8506,0,2012
JP_Sales,Action,The Amazing Spider-Man (Console Version),WiiU,Activision,10892,0,2013
JP_Sales,Action,The Amazing Spider-Man (Console Version),X360,Activision,2745,0,2012
JP_Sales,Action,The Amazing Spider-Man 2 (2014),3DS,Activision,12370,0,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),PC,Activision,16409,0,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),PS3,Activision,5978,0.02,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),PS4,Activision,3666,0.02,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),WiiU,Activision,12680,0,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),X360,Activision,6538,0,2014
JP_Sales,Action,The Amazing Spider-Man 2 (2014),XOne,Activision,7341,0,2014
JP_Sales,Action,The Binding of Isaac,PC,Unknown,14252,0,2012
JP_Sales,Action,The Book of Unwritten Tales: The Critter Chronicles,PC,Crimson Cow,12319,0,2011
JP_Sales,Action,The Crew: Wild Run,PC,Ubisoft,15575,0,2015
JP_Sales,Action,The Crew: Wild Run,PS4,Ubisoft,10893,0,2015
JP_Sales,Action,The Crew: Wild Run,XOne,Ubisoft,15615,0,2015
JP_Sales,Action,The Cube,Wii,Funbox Media,13634,0,2012
JP_Sales,Action,The Cursed Crusade,PC,DTP Entertainment,14086,0,2011
JP_Sales,Action,The Cursed Crusade,PS3,DTP Entertainment,8246,0.01,2011
JP_Sales,Action,The Cursed Crusade,X360,DTP Entertainment,8825,0,2011
JP_Sales,Action,The Evil Within,PC,Bethesda Softworks,6300,0,2014
JP_Sales,Action,The Evil Within,PS3,Bethesda Softworks,2267,0.12,2014
JP_Sales,Action,The Evil Within,PS4,Bethesda Softworks,959,0.11,2014
JP_Sales,Action,The Evil Within,X360,Bethesda Softworks,4014,0.01,2014
JP_Sales,Action,The Evil Within,XOne,Bethesda Softworks,3100,0,2014
JP_Sales,Action,The First Templar,PC,Kalypso Media,11544,0,2011
JP_Sales,Action,The First Templar,X360,Kalypso Media,10402,0,2011
JP_Sales,Action,The God of War Trilogy,PS3,Sony Computer Entertainment,9783,0.03,2010
JP_Sales,Action,The IdolM@ster: Gravure For You! Vol. 6,PS3,Namco Bandai Games,14681,0.03,2012
JP_Sales,Action,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,Namco Bandai Games,8269,0.17,2012
JP_Sales,Action,The Idolmaster: Gravure For You! Vol.7,PS3,Namco Bandai Games,14940,0.02,2012
JP_Sales,Action,The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games,15350,0.02,2012
JP_Sales,Action,The Idolmaster: Gravure For You! Vol.9,PS3,Namco Bandai Games,15241,0.02,2012
JP_Sales,Action,The Last Airbender,DS,THQ,8007,0,2010
JP_Sales,Action,The Last Airbender,Wii,THQ,7445,0,2010
JP_Sales,Action,The Last of Us,PS3,Sony Computer Entertainment Europe,147,0.28,2013
JP_Sales,Action,The Last of Us,PS4,Sony Computer Entertainment,237,0.07,2014
JP_Sales,Action,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,455,0.46,2013
JP_Sales,Action,The Legend of Zelda: Majora's Mask 3D,3DS,Nintendo,682,0.47,2015
JP_Sales,Action,The Legend of Zelda: Ocarina of Time,3DS,Nintendo,269,0.62,2011
JP_Sales,Action,The Legend of Zelda: Skyward Sword,Wii,Nintendo,285,0.37,2011
JP_Sales,Action,The Legend of Zelda: The Wind Waker,WiiU,Nintendo,980,0.14,2013
JP_Sales,Action,The Legend of Zelda: Tri Force Heroes,3DS,Nintendo,1852,0.17,2015
JP_Sales,Action,The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,2944,0.05,2014
JP_Sales,Action,The LEGO Movie Videogame,PC,Warner Bros. Interactive Entertainment,12266,0,2014
JP_Sales,Action,The LEGO Movie Videogame,PS3,Warner Bros. Interactive Entertainment,2053,0.02,2014
JP_Sales,Action,The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,3030,0.01,2014
JP_Sales,Action,The LEGO Movie Videogame,PSV,Warner Bros. Interactive Entertainment,4734,0,2014
JP_Sales,Action,The LEGO Movie Videogame,WiiU,Warner Bros. Interactive Entertainment,3056,0.03,2014
JP_Sales,Action,The LEGO Movie Videogame,X360,Warner Bros. Interactive Entertainment,1490,0,2014
JP_Sales,Action,The LEGO Movie Videogame,XOne,Warner Bros. Interactive Entertainment,3884,0,2014
JP_Sales,Action,The Lord of the Rings: Aragorn's Quest,DS,Warner Bros. Interactive Entertainment,9755,0,2010
JP_Sales,Action,The Lord of the Rings: Aragorn's Quest,PS2,Warner Bros. Interactive Entertainment,12760,0,2010
JP_Sales,Action,The Lord of the Rings: Aragorn's Quest,PS3,Warner Bros. Interactive Entertainment,8300,0,2010
JP_Sales,Action,The Lord of the Rings: Aragorn's Quest,PSP,Warner Bros. Interactive Entertainment,9944,0,2010
JP_Sales,Action,The Lord of the Rings: Aragorn's Quest,Wii,Warner Bros. Interactive Entertainment,6852,0,2010
JP_Sales,Action,The Lord of the Rings: War in the North,PC,Warner Bros. Interactive Entertainment,7998,0,2011
JP_Sales,Action,The Peanuts Movie: Snoopy's Grand Adventure,3DS,Activision,14482,0,2015
JP_Sales,Action,The Peanuts Movie: Snoopy's Grand Adventure,PS4,Activision,14837,0,2015
JP_Sales,Action,The Peanuts Movie: Snoopy's Grand Adventure,X360,Activision,14890,0,2015
JP_Sales,Action,The Penguins of Madagascar,DS,THQ,6360,0,2010
JP_Sales,Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,THQ,9895,0,2011
JP_Sales,Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,THQ,11242,0,2011
JP_Sales,Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,THQ,11200,0,2011
JP_Sales,Action,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,THQ,10206,0,2011
JP_Sales,Action,The Smurfs,DS,Ubisoft,4561,0,2011
JP_Sales,Action,The Story of Noah's Ark,DS,SouthPeak Games,10506,0,2010
JP_Sales,Action,The Tomb Raider Trilogy,PS3,Square Enix,2197,0,2011
JP_Sales,Action,The Voice,PS3,Activision,14977,0,2014
JP_Sales,Action,The Voice,WiiU,Activision,10866,0,2014
JP_Sales,Action,The Voice,X360,Activision,11568,0,2014
JP_Sales,Action,The Witcher 2: Assassins of Kings,PC,Namco Bandai Games,2170,0,2011
JP_Sales,Action,The Witcher 2: Assassins of Kings,X360,Namco Bandai Games,2207,0.02,2012
JP_Sales,Action,The Wonderful 101,WiiU,Nintendo,4746,0.08,2013
JP_Sales,Action,Thief (2014),PC,Square Enix,10226,0,2014
JP_Sales,Action,Thief (2014),PS3,Square Enix,4802,0.02,2014
JP_Sales,Action,Thief (2014),PS4,Square Enix,2454,0.03,2014
JP_Sales,Action,Thief (2014),X360,Square Enix,5955,0,2014
JP_Sales,Action,Thief (2014),XOne,Square Enix,4311,0,2014
JP_Sales,Action,Thomas and Friends: Steaming around Sodor,3DS,Avanquest Software,15074,0,2015
JP_Sales,Action,Thor: God of Thunder,3DS,Sega,10739,0,2011
JP_Sales,Action,Thor: God of Thunder,DS,Sega,9594,0,2011
JP_Sales,Action,Thor: God of Thunder,PS3,Sega,8806,0,2011
JP_Sales,Action,Thor: God of Thunder,Wii,Sega,8489,0,2011
JP_Sales,Action,Thor: God of Thunder,X360,Sega,8954,0,2011
JP_Sales,Action,Tiger & Bunny: Hero's Day,PSP,D3Publisher,15946,0.02,2013
JP_Sales,Action,Tiger & Bunny: On-Air Jack!,PSP,Namco Bandai Games,14749,0.03,2012
JP_Sales,Action,Timmy Time,DS,Avanquest,14394,0,2011
JP_Sales,Action,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,FuRyu,13393,0.05,2014
JP_Sales,Action,To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu,15127,0.02,2015
JP_Sales,Action,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,Nintendo,6351,0.27,2012
JP_Sales,Action,Toki no Kizuna: Sekigahara Kitan,PSP,Idea Factory,13976,0.04,2012
JP_Sales,Action,Tokumei Sentai Go-Busters,DS,Namco Bandai Games,13903,0.04,2012
JP_Sales,Action,Tokyo Jungle,PS3,Sony Computer Entertainment,6578,0.26,2012
JP_Sales,Action,Tom Clancy's HAWX 2,PC,Ubisoft,12903,0,2010
JP_Sales,Action,Tom Clancy's HAWX 2,PS3,Ubisoft,4650,0.03,2010
JP_Sales,Action,Tom Clancy's HAWX 2,Wii,Ubisoft,10370,0,2010
JP_Sales,Action,Tom Clancy's HAWX 2,X360,Ubisoft,5171,0.01,2010
JP_Sales,Action,Tom Clancy's Splinter Cell 3D,3DS,Ubisoft,5873,0.07,2011
JP_Sales,Action,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Ubisoft,15485,0,2011
JP_Sales,Action,Tom Clancy's Splinter Cell Trilogy,PS3,Ubisoft,9693,0,2011
JP_Sales,Action,Tom Clancy's Splinter Cell: Blacklist,PC,Ubisoft,7828,0,2013
JP_Sales,Action,Tom Clancy's Splinter Cell: Blacklist,PS3,Ubisoft,2123,0.06,2013
JP_Sales,Action,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,9715,0,2013
JP_Sales,Action,Tom Clancy's Splinter Cell: Blacklist,X360,Ubisoft,2089,0.01,2013
JP_Sales,Action,Tom Clancy's Splinter Cell: Conviction,PC,Ubisoft,10349,0,2010
JP_Sales,Action,Tom Clancy's Splinter Cell: Conviction,X360,Ubisoft,817,0.04,2010
JP_Sales,Action,Tomb Raider (2013),PS3,Square Enix,613,0.08,2013
JP_Sales,Action,Tomb Raider (2013),PS4,Square Enix,1367,0.06,2014
JP_Sales,Action,Tomb Raider (2013),X360,Square Enix,895,0.01,2013
JP_Sales,Action,Tomb Raider (2013),XOne,Square Enix,3361,0,2014
JP_Sales,Action,Tongari Boushi to Oshare na Mahou Tsukai,DS,Konami Digital Entertainment,6785,0.24,2011
JP_Sales,Action,Top Gun: Hard Lock,PS3,505 Games,14114,0,2012
JP_Sales,Action,Top Gun: Hard Lock,X360,505 Games,12558,0,2012
JP_Sales,Action,Toriko: Ultimate Survival,3DS,Namco Bandai Games,14319,0.03,2013
JP_Sales,Action,Toukiden Kiwami,PS4,Tecmo Koei,8416,0.02,2015
JP_Sales,Action,Toukiden Kiwami,PSP,Tecmo Koei,13428,0.05,2014
JP_Sales,Action,Toukiden Kiwami,PSV,Tecmo Koei,5879,0.17,2014
JP_Sales,Action,Toukiden: The Age of Demons,PSP,Tecmo Koei,8148,0.18,2013
JP_Sales,Action,Toukiden: The Age of Demons,PSV,Tecmo Koei,5068,0.25,2013
JP_Sales,Action,Toy Soldiers: War Chest,PS4,Ubisoft,12078,0,2015
JP_Sales,Action,Toy Soldiers: War Chest,XOne,Ubisoft,12960,0,2015
JP_Sales,Action,Toy Story 3: The Video Game,DS,Disney Interactive Studios,773,0.02,2010
JP_Sales,Action,Toy Story 3: The Video Game,PS3,Disney Interactive Studios,1848,0,2010
JP_Sales,Action,Toy Story 3: The Video Game,PSP,Disney Interactive Studios,3078,0,2010
JP_Sales,Action,Toy Story 3: The Video Game,Wii,Disney Interactive Studios,1369,0,2010
JP_Sales,Action,Toy Story 3: The Video Game,X360,Disney Interactive Studios,2652,0,2010
JP_Sales,Action,Transformer: Rise of the Dark Spark,PS3,Activision,9640,0.01,2014
JP_Sales,Action,Transformer: Rise of the Dark Spark,PS4,Activision,7386,0.01,2014
JP_Sales,Action,Transformer: Rise of the Dark Spark,WiiU,Activision,12184,0,2014
JP_Sales,Action,Transformer: Rise of the Dark Spark,X360,Activision,8330,0,2014
JP_Sales,Action,Transformer: Rise of the Dark Spark,XOne,Activision,10331,0,2014
JP_Sales,Action,Transformers: Cybertron Adventures,Wii,Activision,6226,0,2010
JP_Sales,Action,Transformers: Dark of the Moon,3DS,Activision,7329,0,2011
JP_Sales,Action,Transformers: Dark of the Moon,PS3,Activision,5155,0,2011
JP_Sales,Action,Transformers: Dark of the Moon,Wii,Activision,8127,0,2011
JP_Sales,Action,Transformers: Dark of the Moon,X360,Activision,6054,0,2011
JP_Sales,Action,Transformers: Dark of the Moon - Autobots/Decepticons,DS,Activision,4256,0,2011
JP_Sales,Action,Transformers: Devastation,PC,Activision,14442,0,2015
JP_Sales,Action,Transformers: Devastation,PS3,Activision,10238,0,2015
JP_Sales,Action,Transformers: Devastation,PS4,Activision,7256,0,2015
JP_Sales,Action,Transformers: Devastation,X360,Activision,10963,0,2015
JP_Sales,Action,Transformers: Devastation,XOne,Activision,9371,0,2015
JP_Sales,Action,Transformers: Fall of Cybertron,PC,Activision,16540,0,2012
JP_Sales,Action,Transformers: Fall of Cybertron,PS3,Activision,4741,0,2012
JP_Sales,Action,Transformers: Fall of Cybertron,X360,Activision,4426,0,2012
JP_Sales,Action,Transformers: Prime,3DS,Activision,8328,0,2012
JP_Sales,Action,Transformers: Prime,Wii,Activision,15862,0,2012
JP_Sales,Action,Transformers: Prime,WiiU,Activision,9208,0,2012
JP_Sales,Action,Transformers: War for Cybertron -- Decepticons,DS,Activision,9555,0,2010
JP_Sales,Action,TRON: Evolution,DS,Disney Interactive Studios,8183,0,2010
JP_Sales,Action,TRON: Evolution,PC,Disney Interactive Studios,12205,0,2010
JP_Sales,Action,TRON: Evolution,PS3,Disney Interactive Studios,4557,0,2010
JP_Sales,Action,TRON: Evolution,PSP,Disney Interactive Studios,9491,0,2010
JP_Sales,Action,TRON: Evolution,X360,Disney Interactive Studios,5763,0,2010
JP_Sales,Action,Tsukigime Ranko's Longest Day,PS3,Namco Bandai Games,16218,0,2014
JP_Sales,Action,Tsuyo Kiss 3 Portable,PSP,NetRevo,16303,0.01,2012
JP_Sales,Action,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,Namco Bandai Games,14975,0.02,2015
JP_Sales,Action,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,Namco Bandai Games,15679,0.02,2015
JP_Sales,Action,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,Namco Bandai Games,15714,0.02,2015
JP_Sales,Action,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Namco Bandai Games,15743,0.02,2015
JP_Sales,Action,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Namco Bandai Games,15472,0.02,2015
JP_Sales,Action,Twisted Metal (2012),PS3,Sony Computer Entertainment,2532,0,2012
JP_Sales,Action,UFC Undisputed 3,PS3,THQ,1977,0.03,2012
JP_Sales,Action,UFC Undisputed 3,X360,THQ,2068,0,2012
JP_Sales,Action,Ukiyo no Roushi,PSV,Unknown,15160,0.02,2015
JP_Sales,Action,Ukiyo no Shishi,PS3,Namco Bandai Games,14251,0.03,2015
JP_Sales,Action,Ultimate NES Remix,3DS,Unknown,6409,0,2014
JP_Sales,Action,Uncharted 3: Drake's Deception,PS3,Sony Computer Entertainment,116,0.19,2011
JP_Sales,Action,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,244,0.08,2015
JP_Sales,Action,Unending Bloody Call,PSP,Asgard,16498,0.01,2012
JP_Sales,Action,Usavichi: Game no Jikan,DS,Namco Bandai Games,15844,0.02,2011
JP_Sales,Action,Uta no * Prince-Sama: All Star,PSP,Broccoli,9887,0.12,2013
JP_Sales,Action,Uta no Prince-Sama: All Star After Secret,PSP,Broccoli,11475,0.08,2015
JP_Sales,Action,Valkyrie Drive: Bhikkhuni,PSV,PQube,11559,0.07,2015
JP_Sales,Action,Victorious: Time to Shine,X360,D3Publisher,9632,0,2011
JP_Sales,Action,Warriors Orochi 3,PS3,Ubisoft Annecy,3257,0.57,2011
JP_Sales,Action,Warriors Orochi 3,PS4,Tecmo Koei,8908,0.04,2014
JP_Sales,Action,Warriors Orochi 3,PSP,Ubisoft Annecy,10390,0.11,2012
JP_Sales,Action,Warriors Orochi 3,PSV,Tecmo Koei,11784,0.07,2013
JP_Sales,Action,Warriors Orochi 3,X360,Ubisoft Annecy,8515,0.03,2011
JP_Sales,Action,Warriors Orochi 3,XOne,Tecmo Koei,13955,0,2014
JP_Sales,Action,Warriors Orochi 3 Hyper,WiiU,Tecmo Koei,11313,0.02,2012
JP_Sales,Action,Warriors: Legends of Troy,PS3,Tecmo Koei,7883,0.07,2011
JP_Sales,Action,Warriors: Legends of Troy,X360,Tecmo Koei,12660,0.01,2011
JP_Sales,Action,Watch Dogs,PC,Ubisoft,4335,0,2014
JP_Sales,Action,Watch Dogs,PS3,Ubisoft,893,0.1,2014
JP_Sales,Action,Watch Dogs,PS4,Ubisoft,281,0.11,2014
JP_Sales,Action,Watch Dogs,WiiU,Ubisoft,9114,0,2014
JP_Sales,Action,Watch Dogs,X360,Ubisoft,1541,0.01,2014
JP_Sales,Action,Watch Dogs,XOne,Ubisoft,1204,0,2014
JP_Sales,Action,Way of the Samurai 4,PS3,Nippon Ichi Software,7571,0.16,2011
JP_Sales,Action,Winning Post 8 2015,PS3,Tecmo Koei,15157,0.02,2015
JP_Sales,Action,Winning Post 8 2015,PSV,Tecmo Koei,15043,0.02,2015
JP_Sales,Action,Winx Club: Saving Alfea,3DS,Namco Bandai Games,16456,0,2014
JP_Sales,Action,Winx Club: Saving Alfea,DS,Namco Bandai Games,15453,0,2014
JP_Sales,Action,WipeOut 3 The Game,3DS,Activision,7726,0,2012
JP_Sales,Action,WipeOut 3 The Game,Wii,Activision,4800,0,2012
JP_Sales,Action,WipeOut 3 The Game,WiiU,Activision,9374,0,2012
JP_Sales,Action,WipeOut 3 The Game,X360,Activision,7420,0,2012
JP_Sales,Action,Wolfenstein: The Old Blood,PC,Bethesda Softworks,11466,0,2015
JP_Sales,Action,Wolfenstein: The Old Blood,PS4,Bethesda Softworks,4630,0.02,2015
JP_Sales,Action,Wolfenstein: The Old Blood,XOne,Bethesda Softworks,8770,0,2015
JP_Sales,Action,World of Warcraft: Warlords of Draenor,PC,Activision Blizzard,4109,0,2014
JP_Sales,Action,World Trigger: Borderless Mission,PSV,Namco Bandai Games,13477,0.04,2015
JP_Sales,Action,WWE '13,PS3,THQ,1399,0,2012
JP_Sales,Action,WWE '13,Wii,THQ,8683,0,2012
JP_Sales,Action,WWE '13,X360,THQ,1547,0,2012
JP_Sales,Action,X-Men: Destiny,DS,Activision,12463,0,2011
JP_Sales,Action,X-Men: Destiny,PS3,Activision,6720,0,2011
JP_Sales,Action,X-Men: Destiny,Wii,Activision,10309,0,2011
JP_Sales,Action,X-Men: Destiny,X360,Activision,6900,0,2011
JP_Sales,Action,Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei,10562,0,2014
JP_Sales,Action,Yaiba: Ninja Gaiden Z,X360,Tecmo Koei,13150,0,2014
JP_Sales,Action,Yakuza,PS3,Sega,10000,0.11,2012
JP_Sales,Action,Yakuza 5,PS3,Sega,3403,0.59,2012
JP_Sales,Action,Yakuza Zero: The Place of Oath,PS3,Sega,6726,0.25,2015
JP_Sales,Action,Yakuza Zero: The Place of Oath,PS4,Sega,8261,0.17,2015
JP_Sales,Action,Yakuza: Ishin,PS3,Sega,6533,0.26,2014
JP_Sales,Action,Yakuza: Ishin,PS4,Sega,8939,0.15,2014
JP_Sales,Action,Yogi Bear: The Video Game,DS,D3Publisher,9082,0,2010
JP_Sales,Action,Yogi Bear: The Video Game,Wii,D3Publisher,9945,0,2010
JP_Sales,Action,Yokai Watch Busters,3DS,Level 5,701,2.28,2015
JP_Sales,Action,Young Justice: Legacy,3DS,Namco Bandai Games,14580,0,2013
JP_Sales,Action,Young Justice: Legacy,PS3,Namco Bandai Games,10979,0,2013
JP_Sales,Action,Young Justice: Legacy,Wii,Namco Bandai Games,14218,0,2013
JP_Sales,Action,Young Justice: Legacy,X360,Namco Bandai Games,16127,0,2013
JP_Sales,Action,Your Shape: Fitness Evolved 2013,WiiU,Ubisoft,9146,0,2012
JP_Sales,Action,Yowamushi Pedal,3DS,Namco Bandai Games,13556,0.04,2015
JP_Sales,Action,Ys: Memories of Celceta,PSV,Nihon Falcom Corporation,6021,0.1,2012
JP_Sales,Action,Yuki Yuna is a Hero: Memory of the Forest,PSV,FuRyu,13840,0.04,2015
JP_Sales,Action,Zangeki no Reginleiv,Wii,Nintendo,10101,0.11,2010
JP_Sales,Action,Zombi Daisuki,DS,ChunSoft,13595,0.04,2011
JP_Sales,Action,ZombiU,WiiU,Ubisoft,2031,0.05,2012
JP_Sales,Action,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,Namco Bandai Games,12919,0.05,2013
JP_Sales,Adventure,1/2 Summer +,PSP,Kaga Create,16115,0.01,2013
JP_Sales,Adventure,11eyes: CrossOver,PSP,5pb,15555,0.02,2010
JP_Sales,Adventure,12-Sai. Honto no Kimochi,3DS,Happinet,12237,0.07,2014
JP_Sales,Adventure,A New Beginning,PC,Deep Silver,12417,0,2010
JP_Sales,Adventure,Accel World: Ginyoku no Kakusei,PS3,Namco Bandai Games,14300,0.03,2012
JP_Sales,Adventure,Accel World: Ginyoku no Kakusei,PSP,Namco Bandai Games,14336,0.03,2012
JP_Sales,Adventure,Accel World: Kasoku no Chouten,PS3,Namco Bandai Games,15950,0.02,2013
JP_Sales,Adventure,Accel World: Kasoku no Chouten,PSP,Namco Bandai Games,16153,0.01,2013
JP_Sales,Adventure,Ace Attorney Investigations 2,DS,Capcom,6502,0.26,2011
JP_Sales,Adventure,Adventure Time: The Secret of the Nameless,3DS,Little Orbit,15911,0,2014
JP_Sales,Adventure,Adventure Time: The Secret of the Nameless,X360,Little Orbit,16204,0,2014
JP_Sales,Adventure,Aikatsu! 365 Idol Days,3DS,Namco Bandai Games,9634,0.13,2014
JP_Sales,Adventure,Akatsuki no Goei Trinity,PS3,5pb,16524,0.01,2012
JP_Sales,Adventure,Akatsuki no Goei Trinity,PSP,5pb,16428,0.01,2012
JP_Sales,Adventure,AKB1/149: Love Election,PS3,Namco Bandai Games,11500,0.08,2013
JP_Sales,Adventure,AKB1/149: Love Election,PSP,Namco Bandai Games,7065,0.23,2012
JP_Sales,Adventure,AKB1/149: Love Election,PSV,Namco Bandai Games,11745,0.07,2012
JP_Sales,Adventure,Akiba's Trip,PSP,Acquire,9131,0.14,2011
JP_Sales,Adventure,Akiba's Trip Plus,PSP,Acquire,11510,0.08,2012
JP_Sales,Adventure,Alia's Carnival! Sacrament,PSV,dramatic create,14435,0.03,2015
JP_Sales,Adventure,Alice in Wonderland,DS,Disney Interactive Studios,3984,0,2010
JP_Sales,Adventure,Alice in Wonderland,Wii,Disney Interactive Studios,3800,0,2010
JP_Sales,Adventure,Alice: Madness Returns,PC,Electronic Arts,9789,0,2011
JP_Sales,Adventure,Alice: Madness Returns,PS3,Electronic Arts,3352,0.04,2011
JP_Sales,Adventure,Alice: Madness Returns,X360,Electronic Arts,3956,0.04,2011
JP_Sales,Adventure,Amagami,PSP,Kadokawa Shoten,8785,0.15,2011
JP_Sales,Adventure,Amagami,PSV,Kadokawa Games,13626,0.04,2014
JP_Sales,Adventure,Amatsumi Sora ni! Kumo no Hatate ni,PSV,Prototype,15560,0.02,2015
JP_Sales,Adventure,Amnesia,PSP,Idea Factory,13641,0.04,2011
JP_Sales,Adventure,AMNESIA World,PSV,Idea Factory,14795,0.03,2014
JP_Sales,Adventure,Angelique: Maren no Rokukishi,PSP,Idea Factory,14897,0.03,2011
JP_Sales,Adventure,Arabians Lost: The Engagement on Desert,PSP,Quinrose,16372,0.01,2012
JP_Sales,Adventure,Arcana Famiglia 2,PSP,Comfort,15864,0.02,2013
JP_Sales,Adventure,Arcana Famiglia: La storia della Aracana Famiglia,PSP,Comfort,13403,0.05,2011
JP_Sales,Adventure,Are You Alice?,PSP,Idea Factory,15027,0.02,2011
JP_Sales,Adventure,Back to the Future: The Game,PS3,Telltale Games,11134,0,2011
JP_Sales,Adventure,Back to the Future: The Game,PS4,Telltale Games,8234,0,2015
JP_Sales,Adventure,Back to the Future: The Game,Wii,Telltale Games,12592,0,2011
JP_Sales,Adventure,Back to the Future: The Game,X360,Telltale Games,14876,0,2015
JP_Sales,Adventure,Back to the Future: The Game,XOne,Telltale Games,15710,0,2015
JP_Sales,Adventure,Bella Sara 2 - The Magic of Drasilmare,3DS,Big Ben Interactive,15361,0,2013
JP_Sales,Adventure,Beyond: Two Souls,PS3,Sony Computer Entertainment,971,0.06,2013
JP_Sales,Adventure,Binary Star,PSV,Idea Factory,16325,0.01,2014
JP_Sales,Adventure,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Nippon Ichi Software,13843,0.04,2010
JP_Sales,Adventure,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Sony Computer Entertainment,11747,0.07,2010
JP_Sales,Adventure,Botanicula,PC,Daedalic Entertainment,14649,0,2012
JP_Sales,Adventure,Broken Sword 5: The Serpent's Curse,PS4,Revolution Software,12282,0,2015
JP_Sales,Adventure,Broken Sword 5: The Serpent's Curse,XOne,Revolution Software,16237,0,2015
JP_Sales,Adventure,Brothers Conflict: Brilliant Blue,PSP,Idea Factory,14376,0.03,2013
JP_Sales,Adventure,Brothers: A Tale of Two Sons,PS4,505 Games,9513,0,2015
JP_Sales,Adventure,Brothers: A Tale of Two Sons,XOne,505 Games,13860,0,2015
JP_Sales,Adventure,B's-LOG Party♪,PSP,Idea Factory,13540,0.04,2010
JP_Sales,Adventure,Captain Morgane and the Golden Turtle,DS,Reef Entertainment,14312,0,2012
JP_Sales,Adventure,Captain Morgane and the Golden Turtle,PC,Reef Entertainment,14826,0,2012
JP_Sales,Adventure,Captain Morgane and the Golden Turtle,PS3,Reef Entertainment,14796,0,2012
JP_Sales,Adventure,Captain Morgane and the Golden Turtle,Wii,Reef Entertainment,15999,0,2012
JP_Sales,Adventure,Catherine,PS3,Deep Silver,2854,0.2,2011
JP_Sales,Adventure,Catherine,X360,Deep Silver,5687,0.03,2011
JP_Sales,Adventure,Chaos;Child,PS3,5pb,16419,0.01,2015
JP_Sales,Adventure,Chaos;Child,PS4,5pb,16336,0.01,2015
